grid_lat,grid_lon,point_count,avg_speed_kmh,std_speed_kmh,distinct_users
40.03,116.31,55020,19.28548719502869,21.170454462537464,66
39.92,116.47,54936,18.160155795722556,17.065086212381683,23
39.910000000000004,116.37,53610,13.178383610312553,15.338926647239568,57
40.0,116.38,51530,19.26865103724643,22.905684598774215,36
39.95,116.32000000000001,51145,16.313844441959084,15.923608105332528,73
39.92,116.35000000000001,51071,21.749372886984503,17.178389289433376,62
39.93,116.43,50681,11.97938853948577,16.83561976344921,44
39.910000000000004,116.35000000000001,49956,20.850824643117512,17.212928354614526,52
39.94,116.32000000000001,49613,18.982145366731874,17.781209797674645,74
40.08,116.32000000000001,49570,12.921161980759392,14.9921827732408,25
39.96,116.3,48604,21.667004374271396,20.12865966065148,71
40.01,116.35000000000001,48435,36.78788976539998,20.547272202451374,59
39.95,116.36,48374,11.818577353979604,18.284143322959366,58
39.95,116.37,46913,26.740505433856725,23.29136667897932,71
39.96,116.36,46856,13.128393898497356,16.03499321334012,60
39.95,116.31,46415,5.805257570958399,10.935145911502106,31
40.04,116.33,46311,18.711677125154427,25.56194554272954,50
40.03,116.41,45737,11.610264037243065,16.892597869411013,33
39.86,116.26,44531,21.89733544769943,17.130793105631103,6
39.93,116.35000000000001,44497,26.136624408672517,17.949376381353368,62
40.050000000000004,116.3,43744,27.42880507344362,28.433306906850518,58
39.87,116.49000000000001,43570,7.138270386325283,13.786357420792873,27
39.97,116.46000000000001,43323,45.54991032041854,19.48111591236605,56
39.82,119.48,43089,4.234457657839978,5.925159127330892,13
39.99,116.44,42846,37.72604818880784,26.998546444232627,77
39.93,116.46000000000001,42660,25.024359988806594,21.6254894244615,49
39.99,116.2,42594,7.132780562844219,10.638191691820113,24
39.97,116.43,41512,29.283881910837884,23.18962647255059,66
39.96,116.32000000000001,40333,19.611700725701528,18.24964753117774,80
39.95,116.27,39978,28.10094317605316,24.753957770938804,46
39.96,116.44,39862,24.54879695923348,22.57325439637661,62
39.97,116.44,39861,19.319017127434265,18.662622416344753,45
40.0,116.35000000000001,39414,32.63677226498945,20.33538882926483,55
39.94,116.3,39121,21.249419789444666,20.35780246541373,70
40.03,116.34,38786,31.19542836615724,24.796600936945485,55
39.9,116.39,38701,7.828614938482823,12.108363471193599,54
39.92,116.34,38696,17.890423287128964,16.64568065878167,44
40.02,116.31,38543,21.851627324086884,21.25208522417664,47
40.02,116.35000000000001,38137,41.24806661876263,26.03040671365795,59
39.92,116.3,37838,18.01415402477664,20.242556990201678,61
40.0,116.36,36644,24.898018687619512,21.59155251850514,58
39.94,116.43,36556,17.897125668439326,20.357349832709318,45
39.92,116.46000000000001,36499,23.984612394574743,20.665207542869254,47
39.96,116.41,35780,19.401055280513013,16.68934806842092,28
39.96,116.35000000000001,35760,31.295697528901904,21.77676222835438,74
39.99,116.46000000000001,35743,21.2619350402855,17.53503188539437,21
39.95,116.49000000000001,35679,4.805698548872679,10.51372897475933,5
40.07,116.41,35638,8.733516284937775,14.662927668889736,20
39.93,116.3,35481,20.229326994131238,20.0564045266886,59
39.910000000000004,116.46000000000001,34552,21.690964264819797,20.93344707532899,50
39.95,116.41,34524,23.90573898368531,20.233172755230154,48
39.910000000000004,116.45,34447,14.975280285816927,18.26141357485716,47
39.980000000000004,116.37,34435,32.014671680751306,21.903583409743305,64
39.99,116.43,34221,40.756545115890326,24.345515428985426,68
39.96,116.45,34024,36.5979470262504,22.68148096780773,58
39.980000000000004,116.38,34005,30.51229407701839,20.31370308592996,61
39.95,116.35000000000001,33640,30.110053224230548,23.867967064629113,92
39.94,116.42,33625,11.609971070145278,12.257246083685994,21
39.95,116.8,33581,9.017793625943828,11.837303813100865,7
40.07,116.42,33092,5.354744415846314,7.835241361951431,8
39.9,116.38,33043,9.865878759230108,12.495365421319043,43
40.050000000000004,116.41,32652,24.584635835083752,23.671242100069026,39
40.01,116.36,31605,32.651269251977794,25.305330381182817,48
40.01,116.34,31510,24.872599465825104,16.726542113310177,23
39.94,116.33,31469,16.61640667707975,18.550008295738987,55
40.06,116.41,31418,20.916970001940406,22.935611879811308,25
39.96,116.4,31385,15.365660276657305,18.23962493797603,33
40.0,116.37,31320,28.851574255851965,19.64680296293719,57
39.96,116.27,31295,33.13179837739762,27.6347114982376,42
39.87,116.26,30793,26.179964527610473,19.90571110594864,27
39.95,116.4,30784,26.349496482059056,20.962756742829818,51
46.62,124.92,30609,4.002296707313275,7.943434200536781,1
39.94,116.34,30397,17.92693702620738,19.48431678372133,66
39.910000000000004,116.27,30276,32.47078827793922,25.86740496499499,49
40.02,116.34,29617,23.198874321390246,22.3112938844648,48
40.01,116.46000000000001,29394,19.39824017134652,19.861752352711846,33
40.04,116.31,28977,47.79277598021695,22.211644723143905,66
39.96,116.28,27951,12.292378073211948,14.302069867303462,32
39.95,116.46000000000001,27947,29.372453279454685,21.86825209440964,54
39.9,116.37,27941,20.401683639404734,16.331367831725018,52
39.94,116.46000000000001,27905,34.354198544241676,21.522397086172656,46
39.910000000000004,116.41,27900,13.850907821098579,16.893328045504568,49
39.980000000000004,116.4,27597,22.11736935489175,20.560643329777527,48
40.07,116.32000000000001,27115,32.716328373674486,26.144272242495354,51
40.04,116.41,27059,28.74110211499907,22.693139091452366,33
39.980000000000004,116.41,26976,15.467754520578659,17.81295644856278,31
39.9,116.42,26919,10.20901055613509,14.246535663036605,61
39.95,116.3,26891,26.991167834625298,20.510428895405873,61
40.0,116.39,26611,13.22125724897331,18.841319620690008,38
39.93,116.48,26509,25.765089055238118,23.24347840451154,36
39.980000000000004,116.29,26238,42.987695251010855,23.34959703232296,65
22.81,108.33,26151,4.837751416845126,7.575421238674186,1
40.01,116.33,25858,46.79153832149283,27.16385831666347,68
39.96,116.33,25844,19.88446436661076,17.763100847101292,64
40.09,116.3,25375,16.23894416740489,23.46229838482199,41
39.980000000000004,116.44,25296,38.53634114360215,23.407943124268513,68
39.910000000000004,116.34,25290,15.63374615851871,16.697571998912128,34
39.96,116.31,25143,25.808552546201447,21.767444036071847,69
40.01,116.3,24937,7.11519104941134,16.9453087784002,32
40.07,116.4,24567,3.2356937055839525,6.736034760727045,13
39.9,116.35000000000001,24469,27.47961482170195,18.71872665153161,54
39.9,116.26,24464,16.381311597484192,17.5462240343796,24
40.09,116.31,24292,4.807140059210157,8.20988887873839,6
39.97,116.10000000000001,24164,0.8991781272522067,2.5474029012245714,2
40.0,116.29,24127,16.61619379844177,20.223530756765932,62
39.89,116.34,24071,25.773086970369498,19.516432126709116,44
39.980000000000004,116.39,23970,32.8344010840166,22.591655086533574,45
40.0,116.46000000000001,23893,22.540133816324545,17.1367899258708,20
40.0,116.27,23790,7.12270770688916,12.84672463971866,38
40.02,116.4,23780,43.561974247281896,25.01041433427527,31
39.89,116.45,23753,7.772139277965125,13.618909274230106,28
40.02,116.44,23721,42.6132168487484,20.109120698717906,25
40.02,116.32000000000001,23658,60.539156446583554,19.240975650196624,64
40.02,116.45,23470,50.14805233169471,25.439184468684278,60
39.910000000000004,116.39,23095,12.586384744682865,16.43653165685306,51
39.93,116.45,23009,10.540246060577838,13.817815590091643,34
40.0,116.4,22788,16.485357014938106,17.125574681220193,41
39.9,116.27,22715,40.50050121907472,26.03384489285426,39
39.93,116.33,22560,12.723671077671376,15.14530393852348,45
39.910000000000004,116.4,22434,14.91105681523566,17.616765529811072,43
39.92,116.27,22001,45.65102240664847,21.935646447778844,45
39.910000000000004,116.3,21965,24.213915583222963,21.723801902741506,63
47.63,-122.14,21900,6.668526625281152,12.249365421400377,7
39.95,116.79,21222,13.662937419934478,12.403915290773062,7
39.92,116.31,21167,8.273504680340698,14.076851966371692,32
39.87,116.37,21090,27.28366624948106,21.818706126810195,33
40.03,116.42,21058,16.575903975323033,19.56096914769712,9
40.06,116.57000000000001,20722,1.9952471662700186,6.975942110941743,5
40.03,116.35000000000001,20509,13.213969964048271,16.072496337097295,39
39.99,116.48,20423,23.964735380900173,27.806260876550727,51
39.87,116.35000000000001,20246,20.513922531520194,21.825305717460026,28
39.99,116.29,20166,32.80987185124487,20.088952207864157,52
40.0,116.2,19988,2.4375797198503397,5.515476449510224,11
39.9,116.32000000000001,19918,16.86696485075434,18.133326271437515,47
39.94,116.48,19904,35.10539006369095,25.889767303492487,32
39.97,116.27,19864,46.88646338183248,24.90946080263183,47
40.01,116.45,19718,51.037745306402165,21.631544198095803,57
39.82,116.28,19697,7.217269955614483,13.338588781951032,14
40.0,116.41,19563,18.084558261164656,20.78741055314852,37
39.95,116.45,19373,34.46466470292041,22.668429466879218,54
40.04,116.32000000000001,19105,11.062490166661089,14.997759900244095,25
39.910000000000004,116.36,19043,25.44533994948163,17.029159676973794,37
39.87,116.39,18816,38.74506003815938,27.859890249519854,42
39.94,116.27,18815,43.865516280997674,22.700874042444546,42
39.93,116.27,18707,46.96936118287392,20.970660167465134,43
39.86,116.37,18516,28.23312180691857,23.280363945515514,38
39.88,116.26,18273,14.120824632543096,11.56898166166513,5
39.92,116.37,18240,13.85224935372369,13.627267751002941,44
39.86,116.39,18221,20.35321982153263,20.61749968608661,36
40.01,116.38,18193,38.75038557676099,27.78536335735049,24
40.06,116.32000000000001,18185,44.39156020457608,32.945819903985615,52
40.03,116.4,18164,33.3637095738362,20.813750238047042,21
39.96,116.34,18030,38.91426388469934,27.836184986115143,83
39.94,116.37,17968,11.362308225665998,13.02060987421565,51
39.87,116.34,17912,33.21709733069354,20.942318323446216,37
40.03,116.3,17855,9.674420934822729,15.316479122911693,29
39.910000000000004,116.43,17645,26.027548686423902,20.25965266844226,48
39.96,116.37,17499,40.77855848092899,22.873229377275514,63
39.9,116.3,17485,28.686513782909522,19.768198940288556,50
39.88,116.27,17456,44.31482640889987,24.113396438563672,40
39.87,116.27,17428,39.325454201174914,25.302547666258345,38
39.980000000000004,116.46000000000001,17296,18.244531307889375,19.783315887685525,52
40.0,116.28,17295,27.97568556703978,23.350040984010402,55
39.95,116.33,17222,18.628545508292547,17.11261719368737,45
39.93,116.39,17071,11.339805200504296,15.000407458749482,41
39.95,116.48,17027,43.48451124784576,22.26961077143823,35
39.93,116.4,16941,10.477934367881934,15.198617542421449,39
39.87,116.38,16854,38.6365215668175,23.579186604745118,35
39.94,116.39,16807,6.326863694785203,9.556722976269803,37
39.86,116.41,16790,15.144007147570209,17.358399619079087,35
39.89,116.26,16745,15.644364124460223,14.33247290854229,19
39.87,116.36,16561,24.649087691448877,23.534223144219148,24
40.050000000000004,116.32000000000001,16545,27.89791034503829,28.68166465123608,51
39.88,116.34,16523,28.736885033908255,20.92759356657323,34
39.88,116.3,16452,19.073971245897358,20.139991848783293,34
40.04,116.3,16375,23.24855809013046,19.330087416910228,54
39.910000000000004,116.44,16339,15.656546746825155,17.29039098424525,38
39.910000000000004,116.48,16213,35.10409414119751,24.271541255238102,51
39.96,116.48,15964,43.69661485709294,21.563014268890626,36
39.89,116.37,15757,22.63226514369469,20.560457558848913,30
40.02,116.38,15723,56.476726322984376,20.507296326252415,26
31.59,120.31,15715,11.491601292760615,12.707136351089195,6
39.88,116.41,15689,5.744513790926729,10.689270853133166,28
39.93,116.32000000000001,15628,15.948657851661027,16.857080142041198,54
40.04,116.43,15558,24.432966619428555,21.470138165157948,20
39.93,116.42,15545,15.339994570194937,16.858052502243567,27
39.97,116.47,15530,46.87585052041076,21.026602808914426,55
40.17,116.13,15476,5.741312744707286,7.477233375748081,3
39.93,116.37,15372,17.94276419917078,15.838343475568388,47
39.94,116.4,15298,8.965227409041793,11.290392523535811,31
39.97,116.48,15278,16.672871626690828,17.487659610358193,17
39.9,116.46000000000001,15215,27.069763157023463,24.093583264162728,43
40.01,116.28,15195,44.95202018546265,22.460424345422343,42
39.980000000000004,116.47,15150,38.22313989183867,27.3226103632141,55
40.08,116.59,15004,8.84740554183658,12.435446091967327,21
39.86,116.28,14967,45.907180635680845,20.9318603647163,25
39.89,116.27,14959,50.94623642876471,19.16128486305191,40
39.95,116.78,14922,13.085456697164988,18.534644540090063,5
39.99,116.47,14861,24.82201692665512,18.61482401077853,17
39.95,116.39,14843,37.66774456957337,21.998170572069444,54
39.96,116.49000000000001,14668,16.70811680891878,14.756872003199199,11
40.0,116.5,14626,37.10033784098483,30.060124027274295,53
39.92,116.43,14442,22.826856986203136,21.391226042282785,39
39.95,116.44,14310,26.980986690028335,25.22865714543411,31
39.87,116.45,14299,25.084042742573608,30.929435321452477,43
39.910000000000004,116.59,14287,27.6611779468951,22.965156759108655,26
39.88,116.37,14239,19.341060459373463,20.064733782016546,16
40.03,116.32000000000001,14163,43.513140938272294,27.331900124950586,62
40.02,116.28,14062,29.557057000098432,18.776891104425886,30
39.96,116.29,13914,23.003331153024526,19.720190553126912,39
39.95,116.47,13873,17.242661337704458,18.90822868559247,18
40.03,116.44,13589,31.34392237760894,19.111840251335128,21
39.99,116.19,13564,4.000464908842247,5.416981723308519,15
39.94,116.31,13563,15.997138888117776,22.271195498044396,49
40.02,116.39,13545,44.73186086180944,30.217320522175843,27
39.14,117.2,13497,27.659558665164436,18.938250311139203,16
39.89,116.39,13497,13.409910820576025,16.382115441811948,37
40.0,116.45,13442,39.928695230209605,25.7593550595443,55
40.050000000000004,116.29,13405,15.359151408828499,14.991132304737839,16
39.94,116.36,13376,25.95791267851409,20.078274060490518,48
40.050000000000004,116.61,13370,19.60214382465891,22.66353498901644,26
40.01,116.39,13340,11.90786219393637,19.04607242962726,17
39.89,116.46000000000001,13308,22.731722706569155,24.26679626558155,38
39.95,116.38,13282,40.41482183906462,19.00352046944466,45
39.93,116.38,13239,11.077975202191421,14.83633854637822,39
39.99,116.27,12889,4.167272693369904,6.743384980587508,21
40.02,116.43,12845,47.34976114753844,24.483081203487572,25
39.980000000000004,116.48,12781,35.563025952666464,28.832579092371308,52
39.910000000000004,116.38,12686,17.684952046692075,17.555716470120036,40
39.88,116.45,12594,19.02597076843158,18.96214346983822,36
39.7,116.33,12505,13.976612145852068,23.38568330597701,7
40.04,116.34,12500,28.41962346085543,25.559280736007643,52
39.86,116.42,12481,25.45311854460443,19.923673337974552,33
39.910000000000004,116.42,12446,24.105433722365238,20.340092644867525,49
39.96,116.43,12319,15.508342967377127,21.03537660835165,35
40.0,116.3,12312,18.941939161699118,17.240129736041887,42
40.08,116.3,12298,41.65695592894055,30.56431264751579,40
39.96,116.46000000000001,12265,30.684852636691716,26.95843525125158,34
39.9,116.41,12173,13.596876564368792,15.635582279521044,42
40.050000000000004,116.33,12101,44.395664652035286,32.14048218322703,46
39.9,116.21000000000001,12096,20.26072256590259,26.329127321108114,15
39.85,116.28,11990,41.29835172115769,24.770693888112973,29
39.93,116.44,11933,15.684867049017166,16.425724931351798,26
40.01,116.37,11932,36.99934124187715,27.157101105878763,22
39.89,116.31,11931,10.699053569314742,12.423649046688462,33
39.99,116.49000000000001,11799,40.388953845503096,30.95767488173159,49
39.86,116.38,11759,24.600851867876095,20.904678267538515,33
39.9,116.31,11682,17.69036206868887,18.425704737861594,51
39.81,119.48,11674,3.8768838824263607,3.946608288431441,10
40.0,116.26,11554,22.41315221970483,27.125354967809393,42
40.07,116.35000000000001,11539,36.907188867526415,28.649067239424184,34
39.9,116.33,11528,25.464377404329515,22.971657935500716,40
39.89,116.3,11459,26.163280048645834,18.60071079182948,40
39.910000000000004,116.32000000000001,11412,11.26904308718141,16.56484671128427,41
39.9,116.45,11052,13.536693050680224,18.419095106424813,35
40.02,116.37,11037,47.24253861653601,30.705104595381645,27
40.02,116.41,10970,59.325583110145764,21.545030471364786,40
39.99,116.22,10791,28.96854933799767,28.5580440002108,35
39.980000000000004,116.43,10693,48.28943590602378,26.531081515001485,33
39.93,116.41,10642,15.304609023039717,16.376896433542637,29
39.980000000000004,116.28,10584,51.75809506296236,25.31055690084233,51
39.89,116.68,10512,4.096599672132262,11.238779454379477,2
39.86,116.27,10457,50.84158092776836,12.951544825457951,5
39.92,116.36,10174,25.40767312473015,18.51425358637543,38
39.92,116.48,10127,35.419510654559765,25.260918001474337,33
39.84,116.28,10112,41.80017049721488,24.478495644565772,29
39.980000000000004,116.49000000000001,10092,5.151216344756438,10.358797641913812,14
39.95,116.34,10074,39.428533741836674,26.385661365279464,73
40.06,116.3,10046,62.85898223594168,13.366253333287249,52
39.88,116.46000000000001,10008,21.474895318077568,22.36452414997357,38
39.86,116.49000000000001,9983,5.126894801521609,7.458259408406193,14
39.9,116.36,9954,21.52576141036118,17.047056679303363,47
40.37,116.68,9946,3.8544238162878117,11.579873234570169,6
39.97,116.28,9942,55.434739403582945,20.06489833213982,52
39.85,116.35000000000001,9934,26.54241492644715,25.919376271707865,30
40.36,116.01,9929,3.698032732314222,6.015274660333847,11
39.910000000000004,116.49000000000001,9918,32.33986696523239,23.48994457448064,43
39.99,116.18,9912,3.071833193192042,4.169594790614937,12
39.69,116.33,9902,8.126017156464952,11.412993009791998,2
39.88,116.44,9859,22.24998345162681,21.52832567665184,24
39.95,116.43,9771,35.90766286622962,22.055759260774423,47
40.07,116.36,9752,43.43603958517292,27.783053452587655,33
39.86,116.45,9605,53.56825939169778,50.2663809920941,40
39.86,116.43,9537,27.252141877355022,23.86074108167143,28
39.910000000000004,116.26,9527,19.244119557834047,18.038339203755317,19
37.42,110.77,9480,4.795921434425026,10.563741425408455,1
39.87,116.41,9419,50.940404486764834,41.22547403491883,36
39.9,116.43,9385,31.170470077896933,15.988098295519778,44
40.0,116.51,9376,14.30650182767704,17.035094284052203,8
39.89,116.32000000000001,9280,11.549105772549089,14.231639109937,36
39.92,116.33,9274,23.040039760746442,17.321373459215696,45
39.92,116.44,9268,14.677538401115378,15.531523166006176,25
39.910000000000004,116.31,9189,15.307905963235557,17.249400899983215,52
40.03,116.36,9176,5.946881404190522,14.706603459381796,13
39.88,116.39,9115,16.445097444665958,16.119432093080267,29
39.92,116.28,9111,18.502546054275452,16.830246783932438,27
39.14,117.21000000000001,9061,16.703900805823594,16.76019781769128,10
40.07,116.34,9057,48.97431977460514,23.106181597372235,38
40.04,116.42,9039,18.566648420435875,21.08330867894064,22
40.99,117.94,9037,6.661535762009469,12.35273743088854,7
39.980000000000004,116.26,9027,5.881957084728658,11.104056615783596,8
40.36,116.0,8961,12.351369714993472,19.20926387728254,21
39.87,116.31,8947,35.22676449273349,21.408178213205524,25
39.97,116.29,8920,19.477269305749232,17.26846273531473,41
39.910000000000004,116.33,8794,20.30277338784129,19.827865657334833,40
39.86,116.4,8719,27.186305420919776,20.449655516650278,31
39.93,116.15,8688,15.22637198138978,16.203433693812517,10
39.87,116.3,8673,34.15898844768032,26.11648622428976,16
39.93,116.31,8606,15.269741363302373,17.8927882626579,29
32.0,120.84,8578,2.0470273509482184,5.633542741803833,1
31.580000000000002,120.3,8537,13.147395021958909,11.675174266819905,2
40.0,116.44,8532,56.6300615927705,22.255796118101212,58
39.94,116.41,8499,11.58591159329632,12.726606818368417,23
40.980000000000004,117.94,8477,7.347221304526261,11.535986322505117,7
39.92,116.41,8446,12.442275366717011,14.7409443770405,31
39.51,118.66,8444,5.506733639808556,11.163775141297457,2
39.94,116.47,8428,20.578899010527003,19.17888588264408,16
40.0,116.49000000000001,8386,52.932598009928704,26.66408084022835,52
40.37,115.9,8385,8.249902599935067,13.48742500843699,5
40.01,116.51,8300,58.92612705973666,25.30015003530707,48
39.69,116.32000000000001,8266,25.708474984275263,34.83570098150625,7
39.83,116.28,8244,34.94042838984124,24.26396473526864,21
40.02,116.52,8189,51.63993981749649,32.151833301365684,49
39.87,116.4,8131,57.21769370343084,34.152789774640155,32
40.03,116.27,8116,20.755880790943127,17.731103511218798,25
39.87,116.48,8106,33.68272713169316,26.767503392382704,32
40.01,116.4,8015,43.12410860950028,25.062750600833528,26
39.97,116.26,7966,25.149051359799792,19.035343696600652,21
39.92,116.38,7952,10.278423453801752,14.608611679159965,24
39.83,116.34,7928,50.78064651037086,17.478346966438203,18
39.9,116.48,7914,33.0245735055625,26.13233313883816,39
40.01,116.41,7889,32.69481385020568,28.687903259781063,35
39.94,116.38,7884,6.760753310611746,9.697321130673723,27
39.910000000000004,116.25,7883,16.12248415057368,18.284494813588054,17
39.910000000000004,116.54,7861,53.586167965945,21.905880049297338,33
40.03,116.46000000000001,7853,70.0067717825105,23.754428790462427,42
40.52,115.96000000000001,7800,4.757916631850871,6.984881860602177,3
39.730000000000004,116.34,7783,40.79943206517738,36.906621048217694,9
40.1,116.08,7772,2.162981304774756,2.1014440480500616,8
39.72,116.34,7724,42.20741551606675,35.20028676945228,9
40.06,116.39,7699,61.96704793209411,17.04908911545369,24
40.02,116.29,7694,23.794932410471716,17.902619145744524,17
39.13,117.2,7658,7.55960194232806,10.595410359802155,12
40.02,116.54,7636,35.2133009120202,36.72298378162716,39
39.87,116.42,7627,60.386737827402435,43.558883699126184,34
39.980000000000004,116.7,7602,1.9058628708931251,9.012164510059703,3
39.86,116.44,7568,32.34368460768659,23.633050003435983,31
38.93,121.53,7551,6.92381739380077,10.839007302304795,1
40.01,116.2,7527,3.0090204013362443,4.252692060420352,9
22.82,108.32000000000001,7524,5.570402320963944,7.636831205274842,1
40.02,116.46000000000001,7487,29.913227591022444,16.888391436981383,13
40.06,116.38,7454,62.01580792699903,13.026524821870424,26
39.86,116.35000000000001,7409,6.8018440085287715,11.999614723708575,5
39.89,116.38,7405,18.570811548199845,17.214174447083078,29
39.87,116.29,7376,22.611579245078534,25.817743131554053,13
46.6,125.03,7364,7.384814762586028,11.721028401110093,1
40.1,116.09,7305,3.8064339836633296,3.726829106849714,8
39.96,116.10000000000001,7278,8.882847680373274,12.883025944385006,9
36.62,101.81,7227,6.267865960704397,9.615122761979674,4
7.88,98.4,7212,4.282077233897861,9.802040560304857,1
39.85,116.34,7187,49.8286747965813,20.448547725529018,34
39.910000000000004,116.60000000000001,7074,47.30019863466617,18.852945620260932,24
39.92,116.63,7025,31.33817777487242,19.791664297306543,14
39.89,116.36,6984,13.475300265777191,14.612498101032399,27
39.92,116.4,6979,18.160551472834893,20.450930937001562,35
40.15,116.54,6978,32.6870362745524,18.856481575482274,2
39.89,116.48,6950,37.03006257899441,25.11200170982041,29
39.87,116.44,6902,53.76806790377393,59.76520743273074,23
40.09,116.48,6898,68.10118212967036,29.61828064215534,38
40.97,117.93,6876,6.870821246425005,11.213155762956491,8
31.84,117.25,6862,6.081455326464726,8.9190397643511,5
40.21,116.22,6832,31.65373253011346,29.613914473556292,33
39.800000000000004,116.52,6823,34.34312024377564,26.30584474913626,11
40.09,116.10000000000001,6814,6.796107840869853,8.321099288964735,7
40.03,116.33,6779,18.677756274056616,19.23734222948721,23
33.31,116.3,6776,2.454052070648017,5.83801765817078,1
39.9,116.47,6771,20.89011770828894,22.029246907244044,29
40.13,116.26,6736,44.49913976484477,32.65011817346542,37
39.92,116.29,6694,27.976225171246888,20.928926755029188,32
40.02,116.3,6685,38.1798170248313,24.534042227825637,31
39.97,116.25,6684,19.09745632796713,18.00613969445235,23
40.38,115.89,6683,4.746009986418655,13.13956842521344,3
39.89,116.41,6663,19.11966314357744,18.97107567621343,32
39.800000000000004,116.34,6649,47.14971651624468,22.94867007062189,14
30.55,114.29,6645,7.637903803890027,13.568007901665874,9
39.99,116.21000000000001,6626,23.6650560454557,21.150152926477173,34
40.07,116.3,6620,59.43497842720312,17.789113044138702,44
39.96,116.39,6586,17.554115809092302,19.78241581017888,30
39.910000000000004,116.61,6575,41.59465021598004,22.805438489689383,22
39.94,116.44,6540,23.545796279908412,18.595973753816125,20
39.53,116.73,6518,1.6813835555554288,5.079782901331427,1
30.54,114.3,6494,7.841516338095407,10.048870439533799,3
39.910000000000004,116.5,6492,40.28437472016485,22.000921499457423,33
39.980000000000004,116.27,6484,7.0719112930757335,10.90299441176948,17
39.15,117.21000000000001,6461,51.280127966420444,22.644635854474235,12
39.910000000000004,116.52,6457,39.10744753237677,25.629757528341923,30
40.09,116.29,6453,39.67737990397422,33.36501342179935,42
39.910000000000004,116.51,6440,40.132922548475214,22.902322316695084,36
39.76,116.34,6423,49.95298200600358,36.88787297175339,12
39.94,116.79,6421,24.892379822953426,23.157321915929618,13
39.54,116.69,6400,4.3095197648270664,9.506041890490494,3
40.04,116.47,6380,68.14763951762421,20.30914552210292,42
40.35,116.01,6349,11.878097040608148,19.18059298886949,20
40.09,116.11,6338,6.2030987531051425,9.593463040255363,11
